1,-1,482.36,319.29,71.52,138.88,0.9996,-1,-1,-1
1,-1,38.74,330.37,112.83,149.07,0.9992,-1,-1,-1
1,-1,1089.49,387.77,62.38,154.32,0.9996,-1,-1,-1
1,-1,253.00,165.43,54.87,124.20,0.9986,-1,-1,-1
1,-1,554.02,229.33,50.51,119.07,0.9983,-1,-1,-1
1,-1,108.69,272.23,53.20,136.25,0.9988,-1,-1,-1
1,-1,846.36,207.42,49.98,106.44,0.9983,-1,-1,-1
1,-1,269.92,131.86,71.97,116.16,0.9956,-1,-1,-1
2,-1,488.26,320.91,69.98,136.88,0.9996,-1,-1,-1
2,-1,37.43,331.64,116.70,145.34,0.9991,-1,-1,-1
2,-1,1086.00,386.27,69.95,155.26,0.9995,-1,-1,-1
2,-1,260.74,132.03,85.01,117.14,0.9993,-1,-1,-1
2,-1,256.86,164.71,56.41,123.90,0.9992,-1,-1,-1
2,-1,108.84,271.98,59.13,136.56,0.9989,-1,-1,-1
2,-1,557.57,226.68,50.11,119.46,0.9983,-1,-1,-1
2,-1,850.41,207.28,41.16,106.48,0.9980,-1,-1,-1
3,-1,495.24,322.13,67.21,135.77,0.9995,-1,-1,-1
3,-1,1082.48,384.90,77.06,156.68,0.9991,-1,-1,-1
3,-1,43.65,333.17,111.60,141.98,0.9992,-1,-1,-1
3,-1,260.47,133.19,88.81,115.08,0.9983,-1,-1,-1
3,-1,255.75,165.85,65.32,121.11,0.9993,-1,-1,-1
3,-1,561.35,225.82,50.21,118.53,0.9989,-1,-1,-1
3,-1,106.67,271.87,67.14,136.51,0.9986,-1,-1,-1
3,-1,852.50,206.84,40.59,106.59,0.9985,-1,-1,-1
4,-1,1066.86,384.88,95.08,155.71,0.9994,-1,-1,-1
4,-1,501.99,323.05,67.05,134.81,0.9995,-1,-1,-1
4,-1,254.52,166.47,74.11,120.60,0.9995,-1,-1,-1
4,-1,50.19,333.06,105.39,141.17,0.9995,-1,-1,-1
4,-1,263.25,134.25,88.60,114.11,0.9961,-1,-1,-1
4,-1,563.62,225.93,51.38,116.38,0.9982,-1,-1,-1
4,-1,105.99,272.32,73.58,136.01,0.9989,-1,-1,-1
4,-1,851.44,207.07,42.62,106.27,0.9984,-1,-1,-1
5,-1,1056.59,385.58,105.86,153.00,0.9994,-1,-1,-1
5,-1,508.82,323.59,67.14,134.27,0.9995,-1,-1,-1
5,-1,256.50,167.49,79.24,119.78,0.9997,-1,-1,-1
5,-1,58.54,331.78,94.36,141.44,0.9989,-1,-1,-1
5,-1,568.80,226.29,50.02,115.21,0.9986,-1,-1,-1
5,-1,106.66,273.22,78.02,134.64,0.9979,-1,-1,-1
5,-1,267.49,135.20,84.08,112.18,0.9972,-1,-1,-1
5,-1,842.96,207.69,52.66,105.71,0.9977,-1,-1,-1
6,-1,523.54,323.35,65.91,134.60,0.9997,-1,-1,-1
6,-1,1058.18,389.37,100.63,153.96,0.9998,-1,-1,-1
6,-1,268.36,170.52,82.94,117.80,0.9995,-1,-1,-1
6,-1,70.25,327.50,70.98,143.41,0.9991,-1,-1,-1
6,-1,111.61,275.56,83.15,132.24,0.9988,-1,-1,-1
6,-1,855.59,210.05,43.60,106.83,0.9982,-1,-1,-1
6,-1,276.81,135.92,70.13,110.71,0.9972,-1,-1,-1
6,-1,572.82,228.71,53.57,112.91,0.9987,-1,-1,-1
7,-1,531.62,323.67,63.64,133.96,0.9993,-1,-1,-1
7,-1,1066.40,391.32,87.11,152.59,0.9996,-1,-1,-1
7,-1,274.84,171.25,82.73,116.81,0.9994,-1,-1,-1
7,-1,76.65,324.34,59.48,145.42,0.9974,-1,-1,-1
7,-1,115.12,275.89,84.03,131.32,0.9977,-1,-1,-1
7,-1,858.84,209.20,43.69,108.52,0.9988,-1,-1,-1
7,-1,283.87,132.82,58.29,118.25,0.9963,-1,-1,-1
7,-1,575.85,231.14,49.44,110.10,0.9984,-1,-1,-1
8,-1,539.10,322.91,63.03,134.62,0.9991,-1,-1,-1
8,-1,282.95,171.16,80.16,117.22,0.9993,-1,-1,-1
8,-1,1071.87,392.94,73.87,151.24,0.9987,-1,-1,-1
8,-1,859.25,208.92,47.34,110.28,0.9987,-1,-1,-1
8,-1,81.23,322.00,54.57,146.76,0.9986,-1,-1,-1
8,-1,119.98,277.11,83.58,129.91,0.9983,-1,-1,-1
8,-1,290.87,130.07,47.26,119.29,0.9980,-1,-1,-1
8,-1,583.21,233.79,40.63,107.75,0.9954,-1,-1,-1
9,-1,547.68,322.96,61.32,134.65,0.9994,-1,-1,-1
9,-1,1071.57,392.86,64.07,151.66,0.9993,-1,-1,-1
9,-1,856.44,209.05,55.90,111.37,0.9981,-1,-1,-1
9,-1,290.31,169.70,78.17,118.62,0.9991,-1,-1,-1
9,-1,85.34,320.45,54.93,147.60,0.9980,-1,-1,-1
9,-1,124.11,277.65,86.52,128.32,0.9949,-1,-1,-1
9,-1,297.83,127.74,40.71,123.20,0.9976,-1,-1,-1
9,-1,588.59,234.15,47.28,107.24,0.9975,-1,-1,-1
10,-1,857.88,209.38,59.95,112.65,0.9998,-1,-1,-1
10,-1,555.98,323.02,61.15,134.63,0.9995,-1,-1,-1
10,-1,298.24,167.77,74.83,119.92,0.9990,-1,-1,-1
10,-1,89.87,319.63,54.58,145.97,0.9983,-1,-1,-1
10,-1,131.01,277.81,85.89,127.57,0.9985,-1,-1,-1
10,-1,1070.41,392.11,56.19,152.64,0.9983,-1,-1,-1
10,-1,302.38,124.69,40.64,124.22,0.9929,-1,-1,-1
10,-1,595.99,234.32,43.98,107.35,0.9970,-1,-1,-1
11,-1,573.84,322.97,61.67,134.38,0.9992,-1,-1,-1
11,-1,875.38,209.78,54.65,113.08,0.9993,-1,-1,-1
11,-1,1067.39,389.47,65.18,157.23,0.9988,-1,-1,-1
11,-1,313.72,163.23,61.23,123.24,0.9991,-1,-1,-1
11,-1,99.06,319.26,54.84,142.49,0.9984,-1,-1,-1
11,-1,140.33,276.90,82.82,129.29,0.9979,-1,-1,-1
11,-1,608.28,230.41,43.51,111.16,0.9978,-1,-1,-1
11,-1,316.14,121.63,40.42,122.87,0.9915,-1,-1,-1
11,-1,-0.04,388.57,22.13,132.78,0.2540,-1,-1,-1
12,-1,582.41,322.59,61.80,134.56,0.9997,-1,-1,-1
12,-1,1068.61,388.66,68.86,158.91,0.9996,-1,-1,-1
12,-1,881.22,209.48,54.97,113.45,0.9992,-1,-1,-1
12,-1,98.82,319.91,60.97,140.92,0.9978,-1,-1,-1
12,-1,323.19,161.73,52.89,123.89,0.9990,-1,-1,-1
12,-1,152.91,275.83,74.48,131.05,0.9984,-1,-1,-1
12,-1,617.31,229.19,43.16,111.05,0.9988,-1,-1,-1
12,-1,321.04,120.86,42.30,122.74,0.9981,-1,-1,-1
12,-1,0.33,385.57,35.42,134.76,0.6865,-1,-1,-1
13,-1,1056.30,388.84,85.73,157.68,0.9992,-1,-1,-1
13,-1,591.60,322.25,61.78,134.77,0.9992,-1,-1,-1
13,-1,884.40,209.64,57.64,113.59,0.9990,-1,-1,-1
13,-1,97.07,319.93,68.22,138.93,0.9983,-1,-1,-1
13,-1,159.37,275.00,72.36,132.52,0.9990,-1,-1,-1
13,-1,328.79,160.61,50.02,124.38,0.9987,-1,-1,-1
13,-1,324.85,120.93,46.18,122.29,0.9987,-1,-1,-1
13,-1,627.67,228.40,40.81,112.99,0.9969,-1,-1,-1
13,-1,-0.33,382.76,26.00,136.47,0.7277,-1,-1,-1
14,-1,1046.79,389.46,97.93,156.12,0.9999,-1,-1,-1
14,-1,600.41,322.24,61.85,134.54,0.9994,-1,-1,-1
14,-1,891.54,209.54,56.87,113.95,0.9990,-1,-1,-1
14,-1,95.48,319.98,75.95,137.38,0.9987,-1,-1,-1
14,-1,326.03,121.15,52.95,120.99,0.9986,-1,-1,-1
14,-1,336.26,159.80,46.70,124.15,0.9966,-1,-1,-1
14,-1,635.66,228.42,40.40,115.92,0.9987,-1,-1,-1
14,-1,167.66,274.18,69.57,134.47,0.9945,-1,-1,-1
14,-1,-0.11,379.07,33.77,138.82,0.9238,-1,-1,-1
15,-1,1042.05,391.37,103.75,153.33,0.9999,-1,-1,-1
15,-1,609.31,322.43,62.46,134.81,0.9995,-1,-1,-1
15,-1,899.75,209.41,55.23,114.09,0.9985,-1,-1,-1
15,-1,98.39,320.01,78.87,136.55,0.9987,-1,-1,-1
15,-1,327.53,122.57,61.18,118.40,0.9987,-1,-1,-1
15,-1,637.31,228.30,45.90,118.46,0.9984,-1,-1,-1
15,-1,176.87,274.07,64.66,136.26,0.9986,-1,-1,-1
15,-1,-0.15,376.36,36.50,139.39,0.9912,-1,-1,-1
15,-1,343.07,160.23,47.43,123.04,0.9990,-1,-1,-1
16,-1,1052.46,396.54,89.92,149.20,0.9989,-1,-1,-1
16,-1,626.38,322.33,63.35,136.15,0.9994,-1,-1,-1
16,-1,107.28,319.95,83.56,135.82,0.9982,-1,-1,-1
16,-1,194.89,275.71,55.42,137.73,0.9982,-1,-1,-1
16,-1,918.75,210.44,47.34,113.98,0.9986,-1,-1,-1
16,-1,0.21,372.47,46.95,139.82,0.9969,-1,-1,-1
16,-1,331.15,125.25,71.44,114.52,0.9987,-1,-1,-1
16,-1,651.55,231.61,46.89,119.52,0.9989,-1,-1,-1
16,-1,355.65,162.06,50.68,120.76,0.9987,-1,-1,-1
16,-1,-0.05,469.81,24.23,160.04,0.4550,-1,-1,-1
17,-1,634.20,322.58,64.63,136.07,0.9993,-1,-1,-1
17,-1,1061.32,397.51,75.33,149.07,0.9990,-1,-1,-1
17,-1,111.36,320.05,87.22,135.59,0.9991,-1,-1,-1
17,-1,922.85,211.82,48.53,114.32,0.9992,-1,-1,-1
17,-1,202.17,276.43,52.94,138.68,0.9987,-1,-1,-1
17,-1,357.06,162.61,56.65,120.75,0.9991,-1,-1,-1
17,-1,333.41,126.76,78.55,111.75,0.9982,-1,-1,-1
17,-1,0.27,371.41,53.33,137.73,0.9969,-1,-1,-1
17,-1,0.05,467.84,32.85,160.79,0.9772,-1,-1,-1
17,-1,660.11,232.93,45.48,113.96,0.9984,-1,-1,-1
18,-1,640.30,322.78,67.30,135.77,0.9994,-1,-1,-1
18,-1,117.61,320.10,87.02,135.67,0.9992,-1,-1,-1
18,-1,925.58,212.82,51.97,116.87,0.9992,-1,-1,-1
18,-1,1062.71,397.26,66.85,150.06,0.9989,-1,-1,-1
18,-1,204.63,277.26,54.48,139.48,0.9990,-1,-1,-1
18,-1,357.04,164.77,63.52,118.44,0.9978,-1,-1,-1
18,-1,0.16,466.21,40.87,161.48,0.9931,-1,-1,-1
18,-1,1.38,371.71,58.15,136.29,0.9976,-1,-1,-1
18,-1,336.63,129.59,80.16,108.36,0.9987,-1,-1,-1
18,-1,668.54,234.63,44.45,112.77,0.9976,-1,-1,-1
19,-1,646.52,322.42,69.45,135.44,0.9994,-1,-1,-1
19,-1,125.19,319.83,87.02,136.96,0.9993,-1,-1,-1
19,-1,0.33,464.95,47.59,162.15,0.9979,-1,-1,-1
19,-1,928.79,214.47,55.29,117.71,0.9993,-1,-1,-1
19,-1,359.31,163.36,68.36,118.52,0.9982,-1,-1,-1
19,-1,208.40,278.47,54.66,139.20,0.9991,-1,-1,-1
19,-1,0.54,372.15,64.16,136.32,0.9985,-1,-1,-1
19,-1,344.03,130.28,75.60,107.48,0.9988,-1,-1,-1
19,-1,1059.33,395.59,63.13,152.00,0.9971,-1,-1,-1
19,-1,676.12,235.53,44.16,114.01,0.9983,-1,-1,-1
20,-1,652.75,322.64,71.24,134.38,0.9993,-1,-1,-1
20,-1,134.58,318.33,86.21,138.60,0.9983,-1,-1,-1
20,-1,365.11,164.37,70.79,117.31,0.9991,-1,-1,-1
20,-1,-0.06,462.77,54.75,163.02,0.9982,-1,-1,-1
20,-1,933.88,215.74,56.09,119.35,0.9991,-1,-1,-1
20,-1,212.87,279.66,57.72,137.67,0.9991,-1,-1,-1
20,-1,1060.24,394.34,54.00,153.63,0.9985,-1,-1,-1
20,-1,0.95,373.30,69.23,134.40,0.9984,-1,-1,-1
20,-1,352.61,131.17,74.78,105.42,0.9982,-1,-1,-1
20,-1,684.51,236.02,42.53,115.68,0.9974,-1,-1,-1
21,-1,666.75,323.67,72.32,133.37,0.9992,-1,-1,-1
21,-1,150.67,313.64,85.41,141.37,0.9988,-1,-1,-1
21,-1,6.66,459.73,61.46,163.13,0.9987,-1,-1,-1
21,-1,1062.52,391.54,61.45,156.79,0.9986,-1,-1,-1
21,-1,380.40,163.30,70.23,119.65,0.9991,-1,-1,-1
21,-1,946.61,219.19,53.17,121.22,0.9981,-1,-1,-1
21,-1,215.95,283.08,70.61,134.67,0.9989,-1,-1,-1
21,-1,15.45,373.34,64.83,137.56,0.9982,-1,-1,-1
21,-1,367.96,129.06,60.24,107.12,0.9980,-1,-1,-1
21,-1,700.15,235.97,40.31,116.42,0.9973,-1,-1,-1
22,-1,1047.25,390.74,79.71,158.14,0.9998,-1,-1,-1
22,-1,673.68,324.27,71.85,133.12,0.9995,-1,-1,-1
22,-1,158.85,310.49,79.68,143.25,0.9973,-1,-1,-1
22,-1,14.13,458.55,59.72,163.34,0.9984,-1,-1,-1
22,-1,952.71,221.47,50.83,119.36,0.9988,-1,-1,-1
22,-1,387.67,162.37,69.62,120.37,0.9988,-1,-1,-1
22,-1,221.05,286.34,72.63,132.73,0.9984,-1,-1,-1
22,-1,32.10,371.15,54.17,136.28,0.9969,-1,-1,-1
22,-1,375.35,127.11,56.43,109.12,0.9979,-1,-1,-1
22,-1,707.48,236.66,39.69,115.77,0.9975,-1,-1,-1
23,-1,1036.68,391.13,92.20,158.21,0.9999,-1,-1,-1
23,-1,680.24,325.24,71.57,132.09,0.9996,-1,-1,-1
23,-1,166.43,308.06,72.07,144.60,0.9983,-1,-1,-1
23,-1,394.66,162.35,67.77,120.36,0.9993,-1,-1,-1
